user_id,date,age,age_group,social_media_hours,work_or_study_hours,entertainment_hours,total_screen_time,primary_device,internet_type
333,2024-01-29,33,26-35,2.9,2.2,3.0,8.1,Laptop,WiFi
334,2024-11-04,21,19-25,2.6,2.9,1.6,7.1,Tablet,WiFi
335,2024-12-01,16,13-18,2.9,2.2,0.8,5.9,Tablet,WiFi
336,2024-12-25,27,26-35,2.7,3.7,1.6,8.0,Mobile,Mobile Data
337,2024-03-30,17,13-18,1.8,6.6,2.2,10.6,Laptop,WiFi
338,2024-01-14,17,13-18,3.5,1.3,2.7,7.5,Mobile,WiFi
339,2024-09-16,58,46-60,1.1,1.4,3.1,5.6,Laptop,Mobile Data
340,2024-03-27,21,19-25,1.9,1.4,0.7,4.0,Tablet,Mobile Data
341,2024-06-06,63,60+,2.0,3.7,1.2,6.9,Mobile,Mobile Data
342,2024-06-20,15,13-18,3.8,6.3,2.2,12.3,Mobile,Mobile Data
343,2024-03-21,59,46-60,0.9,6.3,0.6,7.8,Mobile,WiFi
344,2024-08-11,71,60+,3.0,4.5,1.8,9.3,Tablet,Mobile Data
345,2024-05-25,21,19-25,2.1,2.6,1.0,5.7,Laptop,Mobile Data
346,2024-08-06,45,36-45,3.3,1.2,1.9,6.4,Tablet,Mobile Data
347,2024-03-01,20,19-25,2.5,4.2,3.5,10.2,Mobile,Mobile Data
348,2024-05-07,21,19-25,1.0,4.6,0.5,6.1,Mobile,WiFi
349,2024-06-02,34,26-35,2.2,5.0,2.6,9.8,Mobile,WiFi
350,2024-10-28,62,60+,1.9,2.8,2.6,7.3,Mobile,WiFi
351,2024-10-08,47,46-60,1.1,3.4,1.4,5.9,Tablet,WiFi
352,2024-11-18,45,36-45,2.7,4.0,2.0,8.7,Tablet,Mobile Data
353,2024-11-03,52,46-60,0.5,1.7,2.3,4.5,Laptop,Mobile Data
354,2024-08-09,68,60+,3.0,4.7,0.9,8.6,Laptop,WiFi
355,2024-07-10,53,46-60,3.9,4.5,0.6,9.0,Mobile,Mobile Data
356,2024-06-14,72,60+,3.8,2.2,2.3,8.3,Laptop,WiFi
357,2024-09-29,15,13-18,1.2,2.4,0.7,4.3,Laptop,WiFi
358,2024-07-31,53,46-60,0.6,2.3,1.6,4.5,Mobile,Mobile Data
359,2024-05-14,25,19-25,1.5,2.4,2.6,6.5,Mobile,WiFi
360,2024-12-02,21,19-25,0.8,1.9,2.2,4.9,Mobile,WiFi
361,2024-01-26,39,36-45,1.8,6.3,2.5,10.6,Laptop,WiFi
362,2024-03-07,54,46-60,3.5,1.4,3.0,7.9,Laptop,WiFi
363,2024-05-17,27,26-35,1.6,4.4,1.0,7.0,Laptop,Mobile Data
364,2024-05-31,60,46-60,3.4,5.0,1.1,9.5,Mobile,Mobile Data
365,2024-03-03,43,36-45,1.4,1.6,1.1,4.1,Tablet,WiFi
366,2024-06-11,24,19-25,0.5,5.3,2.6,8.4,Mobile,Mobile Data
367,2024-01-11,73,60+,3.9,6.4,2.5,12.8,Laptop,WiFi
368,2024-12-06,30,26-35,3.1,6.0,2.5,11.6,Laptop,WiFi
369,2024-09-25,49,46-60,1.4,5.0,0.7,7.1,Tablet,Mobile Data
370,2024-09-10,22,19-25,2.0,2.0,2.6,6.6,Mobile,Mobile Data
371,2024-01-05,29,26-35,2.1,2.3,2.3,6.7,Laptop,Mobile Data
372,2024-08-07,24,19-25,2.7,2.8,1.3,6.8,Mobile,WiFi
373,2024-11-24,35,26-35,0.8,3.0,3.3,7.1,Laptop,WiFi
374,2024-09-05,65,60+,2.1,6.8,0.8,9.7,Mobile,WiFi
375,2024-08-11,42,36-45,1.1,4.0,0.7,5.8,Tablet,Mobile Data
376,2024-01-09,17,13-18,2.5,2.3,1.7,6.5,Tablet,WiFi
377,2024-05-01,61,60+,4.0,6.5,1.4,11.9,Mobile,WiFi
378,2024-10-08,22,19-25,3.5,1.3,2.7,7.5,Mobile,Mobile Data
379,2024-01-27,70,60+,1.0,5.2,1.6,7.8,Mobile,Mobile Data
380,2024-10-29,15,13-18,0.7,3.9,1.6,6.2,Laptop,WiFi
381,2024-06-30,40,36-45,3.9,5.6,2.8,12.3,Laptop,Mobile Data
382,2024-04-16,48,46-60,2.3,4.7,1.2,8.2,Tablet,Mobile Data
383,2024-10-01,40,36-45,2.9,4.5,2.3,9.7,Tablet,WiFi
384,2024-09-04,15,13-18,0.6,5.7,3.2,9.5,Mobile,Mobile Data
385,2024-09-09,20,19-25,3.1,5.5,2.6,11.2,Mobile,Mobile Data
386,2024-07-23,25,19-25,0.2,6.9,2.2,9.3,Mobile,Mobile Data
387,2024-08-26,18,13-18,3.6,3.9,0.9,8.4,Laptop,WiFi
388,2024-05-17,15,13-18,1.4,1.0,3.3,5.7,Tablet,WiFi
389,2024-01-19,58,46-60,3.4,3.1,1.0,7.5,Mobile,WiFi
390,2024-03-23,48,46-60,0.7,6.5,2.8,10.0,Tablet,WiFi
391,2024-12-23,35,26-35,2.3,2.5,1.8,6.6,Mobile,WiFi
392,2024-09-03,67,60+,0.7,3.8,0.6,5.1,Laptop,Mobile Data
393,2024-04-01,21,19-25,0.8,2.6,2.1,5.5,Tablet,WiFi
394,2024-02-26,39,36-45,3.8,2.2,2.1,8.1,Laptop,Mobile Data
395,2024-04-09,64,60+,1.6,3.5,2.7,7.8,Laptop,WiFi
396,2024-02-12,19,19-25,0.5,1.6,1.7,3.8,Tablet,Mobile Data
397,2024-08-28,32,26-35,2.1,3.2,2.8,8.1,Laptop,WiFi
398,2024-10-20,69,60+,0.2,2.9,2.2,5.3,Tablet,WiFi
399,2024-03-08,22,19-25,2.2,6.7,1.1,10.0,Tablet,Mobile Data
400,2024-01-01,35,26-35,3.1,2.4,1.4,6.9,Laptop,Mobile Data
401,2024-06-09,35,26-35,2.4,3.7,2.3,8.4,Laptop,WiFi
402,2024-06-28,51,46-60,2.2,6.0,0.6,8.8,Mobile,Mobile Data
403,2024-09-07,31,26-35,1.9,6.2,3.1,11.2,Mobile,Mobile Data
404,2024-08-20,20,19-25,3.6,3.8,1.9,9.3,Tablet,Mobile Data
405,2024-10-25,33,26-35,3.3,6.6,2.2,12.1,Mobile,Mobile Data
406,2024-02-02,36,36-45,2.6,6.9,3.4,12.9,Laptop,WiFi
407,2024-08-30,41,36-45,3.7,5.1,1.4,10.2,Laptop,Mobile Data
408,2024-12-14,74,60+,2.5,5.0,1.5,9.0,Laptop,WiFi
409,2024-12-15,51,46-60,0.2,3.0,1.0,4.2,Tablet,Mobile Data
410,2024-12-26,75,60+,2.5,4.0,2.8,9.3,Laptop,Mobile Data
411,2024-09-25,17,13-18,3.6,5.5,2.5,11.6,Laptop,WiFi
412,2024-12-06,54,46-60,2.3,3.1,2.4,7.8,Mobile,Mobile Data
413,2024-02-14,35,26-35,3.3,3.8,0.9,8.0,Laptop,Mobile Data
414,2024-08-10,33,26-35,1.7,4.7,1.5,7.9,Laptop,Mobile Data
415,2024-12-27,25,19-25,3.5,2.8,2.1,8.4,Laptop,Mobile Data
416,2024-11-11,17,13-18,3.0,3.3,2.5,8.8,Tablet,Mobile Data
417,2024-12-12,71,60+,2.7,3.2,3.0,8.9,Laptop,Mobile Data
418,2024-01-09,52,46-60,3.5,1.5,1.6,6.6,Mobile,WiFi
419,2024-10-24,58,46-60,2.5,1.8,2.5,6.8,Mobile,WiFi
420,2024-01-01,23,19-25,1.6,2.5,1.8,5.9,Mobile,WiFi
421,2024-03-22,68,60+,2.9,4.3,1.7,8.9,Mobile,WiFi
422,2024-10-17,31,26-35,2.6,1.3,1.8,5.7,Mobile,WiFi
423,2024-04-05,69,60+,3.5,4.8,1.9,10.2,Tablet,WiFi
424,2024-11-18,19,19-25,3.2,4.6,1.8,9.6,Mobile,Mobile Data
425,2024-02-15,48,46-60,1.4,2.4,2.6,6.4,Mobile,Mobile Data
426,2024-01-06,51,46-60,1.0,6.4,0.5,7.9,Mobile,Mobile Data
427,2024-04-07,56,46-60,3.0,4.5,2.5,10.0,Laptop,Mobile Data
428,2024-12-13,47,46-60,2.6,6.6,1.1,10.3,Laptop,Mobile Data
429,2024-02-28,69,60+,1.6,4.4,1.8,7.8,Mobile,Mobile Data
430,2024-06-12,67,60+,0.6,5.6,1.4,7.6,Laptop,Mobile Data
431,2024-03-05,54,46-60,3.5,2.7,2.7,8.9,Mobile,WiFi
432,2024-11-22,35,26-35,1.6,6.1,2.3,10.0,Mobile,Mobile Data
433,2024-12-19,21,19-25,4.0,4.1,1.4,9.5,Mobile,Mobile Data
434,2024-05-26,42,36-45,3.4,1.1,1.6,6.1,Laptop,WiFi
435,2024-01-01,71,60+,3.6,2.8,2.3,8.7,Tablet,WiFi
436,2024-02-28,53,46-60,3.9,2.9,2.0,8.8,Tablet,WiFi
437,2024-01-01,23,19-25,3.6,5.6,3.4,12.6,Mobile,WiFi
438,2024-12-30,40,36-45,2.2,4.9,2.2,9.3,Tablet,WiFi
439,2024-07-06,45,36-45,3.5,2.8,2.7,9.0,Tablet,WiFi
440,2024-10-03,25,19-25,2.1,6.1,1.5,9.7,Mobile,Mobile Data
441,2024-09-19,34,26-35,0.4,4.8,3.3,8.5,Laptop,Mobile Data
442,2024-09-18,30,26-35,3.5,4.4,2.0,9.9,Tablet,Mobile Data
443,2024-09-30,17,13-18,2.2,1.1,2.6,5.9,Mobile,Mobile Data
444,2024-05-18,44,36-45,4.0,5.6,1.6,11.2,Laptop,WiFi
445,2024-05-09,26,26-35,1.1,2.9,2.4,6.4,Laptop,Mobile Data
446,2024-09-21,40,36-45,2.6,4.0,0.8,7.4,Mobile,WiFi
447,2024-12-16,19,19-25,3.4,1.8,3.3,8.5,Mobile,Mobile Data
448,2024-06-30,16,13-18,2.1,1.2,1.3,4.6,Laptop,Mobile Data
449,2024-02-14,42,36-45,2.3,6.0,2.2,10.5,Laptop,Mobile Data
450,2024-01-09,45,36-45,1.0,2.1,3.3,6.4,Laptop,WiFi
451,2024-12-02,22,19-25,1.2,4.6,0.7,6.5,Mobile,WiFi
452,2024-07-28,25,19-25,2.8,3.7,3.2,9.7,Tablet,Mobile Data
453,2024-12-27,13,13-18,3.6,4.9,3.3,11.8,Laptop,WiFi
454,2024-06-05,14,13-18,1.3,2.6,0.6,4.5,Mobile,WiFi
455,2024-01-26,19,19-25,3.5,1.7,1.3,6.5,Tablet,Mobile Data
456,2024-01-09,73,60+,1.5,1.3,2.5,5.3,Mobile,Mobile Data
457,2024-01-10,20,19-25,0.7,5.1,3.4,9.2,Laptop,WiFi
458,2024-08-11,54,46-60,1.5,5.5,2.4,9.4,Laptop,WiFi
459,2024-07-14,37,36-45,0.3,2.0,2.7,5.0,Tablet,WiFi
460,2024-11-09,45,36-45,3.1,2.1,2.6,7.8,Mobile,WiFi
461,2024-06-13,43,36-45,1.2,2.1,2.4,5.7,Mobile,Mobile Data
462,2024-06-01,66,60+,3.9,2.7,0.6,7.2,Mobile,Mobile Data
463,2024-11-19,72,60+,0.2,1.8,2.9,4.9,Mobile,Mobile Data
464,2024-07-17,73,60+,1.1,1.7,2.5,5.3,Mobile,WiFi
465,2024-11-17,32,26-35,0.3,6.4,2.9,9.6,Mobile,WiFi
466,2024-01-17,18,13-18,0.3,6.0,0.9,7.2,Tablet,Mobile Data
467,2024-05-25,68,60+,1.0,4.3,0.7,6.0,Mobile,Mobile Data
468,2024-01-07,14,13-18,2.1,6.7,1.7,10.5,Laptop,WiFi
469,2024-05-25,65,60+,3.1,2.5,2.7,8.3,Tablet,WiFi
470,2024-07-14,18,13-18,0.6,2.3,3.1,6.0,Tablet,WiFi
471,2024-09-28,59,46-60,3.4,1.2,3.0,7.6,Mobile,WiFi
472,2024-02-06,52,46-60,0.4,6.1,3.2,9.7,Laptop,WiFi
473,2024-05-11,49,46-60,3.2,2.5,2.3,8.0,Laptop,WiFi
474,2024-11-10,22,19-25,2.3,2.1,1.8,6.2,Laptop,Mobile Data
475,2024-07-25,29,26-35,1.2,4.7,3.2,9.1,Laptop,WiFi
476,2024-05-23,47,46-60,1.0,5.3,3.2,9.5,Laptop,WiFi
477,2024-08-01,38,36-45,2.0,3.7,3.4,9.1,Mobile,WiFi
478,2024-06-22,71,60+,2.9,2.6,2.1,7.6,Mobile,Mobile Data
479,2024-02-23,56,46-60,1.7,4.1,1.7,7.5,Tablet,WiFi
480,2024-12-14,72,60+,3.8,3.9,3.3,11.0,Mobile,Mobile Data
481,2024-01-02,61,60+,3.7,4.3,3.2,11.2,Laptop,Mobile Data
482,2024-10-03,49,46-60,1.5,3.6,3.3,8.4,Mobile,WiFi
483,2024-04-20,40,36-45,3.8,2.6,3.0,9.4,Tablet,WiFi
484,2024-03-25,27,26-35,0.5,6.3,0.8,7.6,Laptop,WiFi
485,2024-05-31,13,13-18,0.8,5.2,1.4,7.4,Tablet,WiFi
486,2024-10-11,15,13-18,2.9,5.4,2.9,11.2,Mobile,WiFi
487,2024-05-03,24,19-25,1.6,1.5,0.7,3.8,Mobile,WiFi
488,2024-09-08,22,19-25,0.7,2.4,1.3,4.4,Laptop,WiFi
489,2024-05-11,32,26-35,3.7,1.8,0.6,6.1,Tablet,WiFi
490,2024-10-01,20,19-25,1.0,4.4,2.0,7.4,Mobile,Mobile Data
491,2024-07-24,40,36-45,1.7,3.6,2.3,7.6,Mobile,WiFi
492,2024-12-26,73,60+,3.0,1.8,1.8,6.6,Tablet,WiFi
493,2024-05-09,48,46-60,2.2,4.7,0.6,7.5,Laptop,WiFi
494,2024-06-20,75,60+,3.3,5.4,0.6,9.3,Tablet,WiFi
495,2024-01-02,18,13-18,2.0,6.7,3.4,12.1,Laptop,WiFi
496,2024-01-29,70,60+,2.8,2.5,2.3,7.6,Tablet,WiFi
497,2024-09-01,15,13-18,3.4,3.8,1.7,8.9,Tablet,Mobile Data
498,2024-08-02,31,26-35,2.1,1.0,1.4,4.5,Laptop,Mobile Data
499,2024-07-12,28,26-35,1.9,4.4,2.0,8.3,Mobile,Mobile Data
500,2024-03-10,28,26-35,0.4,5.2,3.0,8.6,Mobile,WiFi
501,2024-11-20,15,13-18,3.8,2.0,0.5,6.3,Mobile,WiFi
502,2024-07-26,58,46-60,0.3,3.7,1.9,5.9,Mobile,Mobile Data
503,2024-02-08,27,26-35,0.5,6.7,2.4,9.6,Laptop,WiFi
504,2024-10-12,20,19-25,1.8,5.8,1.1,8.7,Laptop,WiFi
505,2024-01-17,22,19-25,1.8,6.8,3.0,11.6,Tablet,WiFi
506,2024-09-14,15,13-18,2.0,6.2,2.1,10.3,Mobile,WiFi
507,2024-03-11,26,26-35,3.3,1.1,3.3,7.7,Tablet,WiFi
508,2024-10-19,20,19-25,0.6,1.4,2.0,4.0,Tablet,WiFi
509,2024-05-17,60,46-60,0.4,3.2,2.5,6.1,Laptop,WiFi
510,2024-05-21,27,26-35,2.3,4.0,2.8,9.1,Laptop,WiFi
511,2024-10-13,20,19-25,2.7,4.8,1.2,8.7,Mobile,Mobile Data
512,2024-06-22,65,60+,1.1,5.5,1.9,8.5,Mobile,Mobile Data
513,2024-05-11,23,19-25,1.3,2.9,0.6,4.8,Mobile,WiFi
514,2024-06-21,47,46-60,0.3,3.8,0.7,4.8,Laptop,Mobile Data
515,2024-01-31,39,36-45,3.8,1.1,1.4,6.3,Mobile,WiFi
516,2024-03-21,30,26-35,2.8,4.8,2.3,9.9,Mobile,Mobile Data
517,2024-09-11,68,60+,2.1,2.1,3.1,7.3,Tablet,Mobile Data
518,2024-04-10,35,26-35,1.7,4.2,1.0,6.9,Mobile,WiFi
519,2024-02-23,17,13-18,0.8,4.4,3.4,8.6,Tablet,WiFi
520,2024-01-07,25,19-25,0.3,5.7,2.1,8.1,Laptop,WiFi
521,2024-07-23,45,36-45,1.1,2.6,0.8,4.5,Laptop,Mobile Data
522,2024-09-17,44,36-45,0.5,3.2,2.3,6.0,Laptop,WiFi
523,2024-10-07,15,13-18,1.6,3.9,3.4,8.9,Tablet,WiFi
524,2024-06-04,59,46-60,3.0,3.4,3.4,9.8,Mobile,Mobile Data
525,2024-08-15,68,60+,1.5,5.6,1.7,8.8,Laptop,Mobile Data
526,2024-10-03,24,19-25,0.7,2.5,1.6,4.8,Mobile,WiFi
527,2024-10-24,42,36-45,3.5,5.5,0.5,9.5,Tablet,WiFi
528,2024-03-01,57,46-60,3.5,1.8,2.6,7.9,Mobile,Mobile Data
529,2024-03-06,25,19-25,1.5,3.9,2.0,7.4,Laptop,Mobile Data
530,2024-08-15,30,26-35,1.4,4.6,1.5,7.5,Mobile,WiFi
531,2024-07-18,33,26-35,1.0,3.0,2.9,6.9,Mobile,WiFi
532,2024-04-19,16,13-18,3.6,4.8,3.3,11.7,Laptop,WiFi
533,2024-12-01,48,46-60,3.6,1.9,2.8,8.3,Tablet,WiFi
534,2024-04-10,62,60+,1.9,6.2,1.1,9.2,Mobile,Mobile Data
535,2024-09-12,45,36-45,0.8,6.1,1.7,8.6,Tablet,WiFi
536,2024-01-24,31,26-35,1.0,5.3,1.3,7.6,Tablet,Mobile Data
537,2024-06-27,68,60+,0.5,1.4,1.8,3.7,Laptop,WiFi
538,2024-12-06,32,26-35,3.9,2.4,2.7,9.0,Tablet,WiFi
539,2024-03-19,23,19-25,2.1,6.0,0.6,8.7,Mobile,WiFi
540,2024-12-16,17,13-18,0.3,5.8,2.8,8.9,Tablet,Mobile Data
541,2024-10-18,25,19-25,3.0,4.7,1.1,8.8,Mobile,Mobile Data
542,2024-04-07,19,19-25,1.9,6.7,0.9,9.5,Mobile,WiFi
543,2024-07-19,32,26-35,0.8,6.9,0.6,8.3,Tablet,WiFi
544,2024-12-17,13,13-18,3.8,7.0,1.6,12.4,Laptop,WiFi
545,2024-04-18,31,26-35,2.7,5.0,1.6,9.3,Tablet,Mobile Data
546,2024-07-29,35,26-35,2.6,6.3,1.2,10.1,Mobile,Mobile Data
547,2024-07-26,43,36-45,1.0,4.8,3.3,9.1,Mobile,Mobile Data
548,2024-11-02,56,46-60,4.0,6.8,1.5,12.3,Tablet,Mobile Data
549,2024-08-25,59,46-60,1.7,1.0,2.9,5.6,Laptop,WiFi
550,2024-05-05,51,46-60,1.4,5.2,2.5,9.1,Mobile,Mobile Data
551,2024-05-31,41,36-45,2.0,5.3,3.1,10.4,Mobile,Mobile Data
552,2024-04-30,69,60+,3.0,3.7,1.1,7.8,Mobile,WiFi
553,2024-11-06,20,19-25,1.3,4.1,1.8,7.2,Tablet,Mobile Data
554,2024-04-02,13,13-18,2.6,5.8,2.0,10.4,Laptop,WiFi
555,2024-11-05,73,60+,1.4,4.5,1.2,7.1,Mobile,WiFi
556,2024-09-04,52,46-60,3.6,4.4,0.6,8.6,Tablet,WiFi
557,2024-02-22,20,19-25,0.4,2.1,0.7,3.2,Tablet,WiFi
558,2024-03-27,16,13-18,2.9,7.0,2.4,12.3,Mobile,WiFi
559,2024-02-12,31,26-35,0.5,4.5,0.7,5.7,Tablet,WiFi
560,2024-05-20,42,36-45,3.8,4.7,2.5,11.0,Tablet,Mobile Data
561,2024-10-12,36,36-45,0.6,6.7,2.6,9.9,Mobile,WiFi
562,2024-06-09,25,19-25,4.0,4.7,3.1,11.8,Tablet,WiFi
563,2024-06-05,42,36-45,1.3,1.6,2.7,5.6,Laptop,WiFi
564,2024-06-19,73,60+,1.7,6.0,1.6,9.3,Mobile,Mobile Data
565,2024-03-10,35,26-35,0.8,4.6,3.1,8.5,Mobile,WiFi
566,2024-02-18,24,19-25,1.4,1.6,3.1,6.1,Mobile,WiFi
567,2024-11-11,62,60+,0.6,6.4,1.3,8.3,Laptop,WiFi
568,2024-11-27,17,13-18,3.3,3.4,0.5,7.2,Tablet,Mobile Data
569,2024-05-16,24,19-25,1.1,1.9,2.5,5.5,Tablet,WiFi
570,2024-11-23,43,36-45,0.6,5.3,2.2,8.1,Laptop,Mobile Data
571,2024-03-05,70,60+,0.7,6.0,0.7,7.4,Tablet,Mobile Data
572,2024-08-04,60,46-60,0.6,5.2,1.9,7.7,Tablet,WiFi
573,2024-07-11,37,36-45,3.5,1.0,1.5,6.0,Mobile,Mobile Data
574,2024-12-26,43,36-45,3.3,6.6,3.3,13.2,Laptop,Mobile Data
575,2024-08-07,16,13-18,3.9,3.2,1.9,9.0,Tablet,WiFi
576,2024-03-02,26,26-35,3.9,4.4,0.6,8.9,Laptop,Mobile Data
577,2024-12-23,35,26-35,3.6,3.0,1.4,8.0,Laptop,Mobile Data
578,2024-07-21,67,60+,1.5,6.1,3.5,11.1,Tablet,Mobile Data
579,2024-04-16,72,60+,2.1,3.0,0.9,6.0,Tablet,WiFi
580,2024-03-26,44,36-45,0.8,6.1,2.0,8.9,Tablet,Mobile Data
581,2024-01-26,73,60+,3.0,6.8,2.0,11.8,Laptop,Mobile Data
582,2024-03-31,22,19-25,1.0,6.8,3.0,10.8,Laptop,WiFi
583,2024-12-05,15,13-18,3.2,4.5,3.4,11.1,Laptop,Mobile Data
584,2024-06-19,34,26-35,1.8,3.8,2.2,7.8,Laptop,WiFi
585,2024-02-09,47,46-60,0.8,2.1,1.6,4.5,Mobile,WiFi
586,2024-08-11,68,60+,2.9,4.0,1.2,8.1,Laptop,Mobile Data
587,2024-06-04,25,19-25,2.4,5.9,2.1,10.4,Mobile,Mobile Data
588,2024-06-29,27,26-35,2.5,2.4,1.9,6.8,Mobile,WiFi
589,2024-11-15,58,46-60,3.6,3.3,2.1,9.0,Mobile,Mobile Data
590,2024-12-02,41,36-45,2.6,3.8,2.9,9.3,Tablet,WiFi
591,2024-03-15,47,46-60,2.3,5.6,2.9,10.8,Tablet,WiFi
592,2024-01-13,63,60+,1.5,6.2,1.2,8.9,Laptop,Mobile Data
593,2024-08-15,17,13-18,1.9,5.8,3.4,11.1,Laptop,WiFi
594,2024-06-14,41,36-45,0.7,2.2,3.2,6.1,Mobile,WiFi
595,2024-10-04,32,26-35,3.6,6.1,1.1,10.8,Mobile,Mobile Data
596,2024-03-22,57,46-60,1.1,1.8,1.3,4.2,Tablet,Mobile Data
597,2024-11-30,32,26-35,1.0,5.6,2.5,9.1,Laptop,WiFi
598,2024-04-10,73,60+,2.0,1.3,1.9,5.2,Laptop,WiFi
599,2024-06-17,17,13-18,3.5,3.4,2.3,9.2,Laptop,Mobile Data
600,2024-05-24,55,46-60,2.2,4.4,3.2,9.8,Laptop,Mobile Data
601,2024-01-16,71,60+,3.4,2.6,2.0,8.0,Tablet,WiFi
602,2024-08-13,21,19-25,1.6,2.6,0.7,4.9,Mobile,Mobile Data
603,2024-10-18,16,13-18,1.3,1.3,2.4,5.0,Laptop,Mobile Data
604,2024-02-24,20,19-25,2.7,4.2,0.9,7.8,Laptop,Mobile Data
605,2024-07-22,14,13-18,0.4,3.4,2.8,6.6,Laptop,Mobile Data
606,2024-08-20,17,13-18,1.2,3.5,1.2,5.9,Mobile,Mobile Data
607,2024-06-04,75,60+,3.7,3.5,2.4,9.6,Tablet,WiFi
608,2024-07-27,46,46-60,2.5,4.6,0.6,7.7,Mobile,WiFi
609,2024-11-23,73,60+,0.9,2.5,1.6,5.0,Tablet,WiFi
610,2024-09-24,69,60+,3.4,6.2,1.6,11.2,Tablet,Mobile Data
611,2024-06-21,49,46-60,3.5,6.8,0.7,11.0,Mobile,WiFi
612,2024-01-06,51,46-60,3.9,3.5,1.6,9.0,Mobile,Mobile Data
613,2024-11-04,51,46-60,3.0,5.0,2.9,10.9,Laptop,WiFi
614,2024-03-15,15,13-18,3.5,3.0,2.6,9.1,Laptop,Mobile Data
615,2024-04-01,23,19-25,0.4,1.7,1.6,3.7,Laptop,WiFi
616,2024-04-14,39,36-45,2.2,6.9,2.3,11.4,Mobile,WiFi
617,2024-05-25,30,26-35,2.9,2.4,2.7,8.0,Laptop,Mobile Data
618,2024-10-23,56,46-60,3.6,1.2,1.1,5.9,Laptop,Mobile Data
619,2024-02-05,26,26-35,0.4,2.7,3.0,6.1,Laptop,Mobile Data
620,2024-12-28,43,36-45,2.3,3.1,0.5,5.9,Mobile,WiFi
621,2024-09-03,27,26-35,2.3,3.8,0.8,6.9,Tablet,WiFi
622,2024-05-08,50,46-60,3.0,6.1,2.0,11.1,Tablet,WiFi
623,2024-05-04,69,60+,2.9,5.1,1.4,9.4,Mobile,WiFi
624,2024-12-19,41,36-45,3.1,6.6,1.5,11.2,Laptop,Mobile Data
625,2024-05-05,60,46-60,3.8,2.7,2.2,8.7,Mobile,Mobile Data
626,2024-03-17,19,19-25,3.7,3.7,1.2,8.6,Laptop,Mobile Data
627,2024-08-04,28,26-35,3.6,2.8,0.7,7.1,Mobile,Mobile Data
628,2024-04-29,14,13-18,0.3,2.8,3.1,6.2,Laptop,Mobile Data
629,2024-07-07,46,46-60,1.4,1.3,2.3,5.0,Tablet,Mobile Data
630,2024-11-15,48,46-60,3.0,1.1,0.8,4.9,Mobile,WiFi
631,2024-06-18,59,46-60,1.0,6.7,1.8,9.5,Laptop,WiFi
632,2024-03-22,24,19-25,0.5,6.2,3.1,9.8,Laptop,WiFi
633,2024-05-03,16,13-18,1.3,6.2,1.6,9.1,Mobile,WiFi
634,2024-10-22,52,46-60,1.7,5.9,2.5,10.1,Mobile,Mobile Data
635,2024-07-19,19,19-25,3.0,1.0,0.8,4.8,Laptop,Mobile Data
636,2024-11-28,17,13-18,3.4,3.3,1.2,7.9,Tablet,WiFi
637,2024-02-13,70,60+,1.6,1.7,3.2,6.5,Laptop,Mobile Data
638,2024-01-31,39,36-45,0.5,3.7,0.9,5.1,Laptop,Mobile Data
639,2024-09-04,21,19-25,0.8,6.8,2.5,10.1,Mobile,WiFi
640,2024-01-09,42,36-45,1.1,5.5,2.9,9.5,Tablet,Mobile Data
641,2024-05-18,60,46-60,1.3,2.2,2.9,6.4,Tablet,Mobile Data
642,2024-03-22,18,13-18,3.2,4.6,0.9,8.7,Mobile,WiFi
643,2024-03-14,23,19-25,4.0,5.8,2.5,12.3,Laptop,WiFi
644,2024-02-13,14,13-18,3.9,1.5,2.8,8.2,Tablet,Mobile Data
645,2024-08-18,72,60+,1.9,4.5,3.2,9.6,Tablet,Mobile Data
646,2024-05-25,66,60+,3.9,2.6,0.7,7.2,Laptop,WiFi
647,2024-08-25,63,60+,0.7,5.0,3.1,8.8,Tablet,Mobile Data
648,2024-07-01,47,46-60,0.5,2.1,2.9,5.5,Tablet,WiFi
649,2024-09-12,28,26-35,3.5,4.1,2.6,10.2,Tablet,Mobile Data
650,2024-06-16,45,36-45,1.6,2.7,0.8,5.1,Tablet,Mobile Data
651,2024-06-06,20,19-25,2.9,3.0,1.2,7.1,Tablet,Mobile Data
652,2024-05-25,48,46-60,0.6,3.3,1.0,4.9,Mobile,Mobile Data
653,2024-07-10,18,13-18,2.3,2.5,0.7,5.5,Laptop,Mobile Data
654,2024-06-21,37,36-45,0.8,4.3,3.3,8.4,Mobile,WiFi
655,2024-05-04,30,26-35,3.0,6.1,3.1,12.2,Tablet,WiFi
656,2024-03-08,18,13-18,0.6,4.6,2.9,8.1,Tablet,WiFi
657,2024-09-23,73,60+,3.8,4.8,3.1,11.7,Laptop,Mobile Data
658,2024-08-29,60,46-60,0.5,2.5,2.0,5.0,Tablet,WiFi
659,2024-04-27,46,46-60,3.8,2.4,2.5,8.7,Tablet,Mobile Data
660,2024-10-26,57,46-60,3.8,3.2,0.9,7.9,Tablet,Mobile Data
661,2024-09-11,64,60+,3.2,6.4,2.5,12.1,Laptop,WiFi
662,2024-03-20,61,60+,2.1,3.2,2.9,8.2,Tablet,WiFi
663,2024-03-19,27,26-35,2.9,2.9,1.4,7.2,Mobile,Mobile Data
664,2024-10-16,69,60+,3.6,4.0,2.9,10.5,Mobile,Mobile Data
665,2024-11-22,33,26-35,2.7,1.4,2.6,6.7,Tablet,Mobile Data
